date_time_execution,cod_metric,cod_original_query,cod_noise_kind,cod_search_context,value,qtd_judment_assumed_zero_relevance
2021-11-22 10:40:59,nDCG@10,169208,2,4,0.29495549945770944,0
2021-11-22 10:40:59,nDCG@10,174463,2,4,0.13234507098623355,0
2021-11-22 10:40:59,nDCG@10,258062,2,4,0.2200917662980802,0
2021-11-22 10:40:59,nDCG@10,324585,2,4,0.13886244387355454,1
2021-11-22 10:40:59,nDCG@10,330975,2,4,0.1845130834102271,0
2021-11-22 10:40:59,nDCG@10,332593,2,4,0.461143668299028,0
2021-11-22 10:40:59,nDCG@10,336901,2,4,0.3759063358712073,0
2021-11-22 10:40:59,nDCG@10,390360,2,4,0.46604515530269475,0
2021-11-22 10:40:59,nDCG@10,405163,2,4,0.7538142945344392,0
2021-11-22 10:40:59,nDCG@10,555530,2,4,0.0,0
2021-11-22 10:40:59,nDCG@10,583468,2,4,0.9068559294968371,0
2021-11-22 10:40:59,nDCG@10,640502,2,4,0.2172607128522299,0
2021-11-22 10:40:59,nDCG@10,673670,2,4,0.0,0
2021-11-22 10:40:59,nDCG@10,701453,2,4,0.8615706360990703,0
2021-11-22 10:40:59,nDCG@10,730539,2,4,0.40443179953242814,0
2021-11-22 10:40:59,nDCG@10,768208,2,4,0.6234275081936855,0
2021-11-22 10:40:59,nDCG@10,877809,2,4,0.30654074959623534,0
2021-11-22 10:40:59,nDCG@10,911232,2,4,0.2458989436720621,0
2021-11-22 10:40:59,nDCG@10,914916,2,4,0.69431067786686,0
2021-11-22 10:40:59,nDCG@10,938400,2,4,0.03144168089972574,0
2021-11-22 10:40:59,nDCG@10,940547,2,4,0.3231551713332269,0
2021-11-22 10:40:59,nDCG@10,997622,2,4,0.7791714369672127,0
2021-11-22 10:40:59,nDCG@10,1030303,2,4,0.9418799076113881,0
2021-11-22 10:40:59,nDCG@10,1037496,2,4,0.39877172153188584,0
2021-11-22 10:40:59,nDCG@10,1043135,2,4,0.575021597768257,0
2021-11-22 10:40:59,nDCG@10,1051399,2,4,0.0,0
2021-11-22 10:40:59,nDCG@10,1064670,2,4,0.708773221634434,0
2021-11-22 10:40:59,nDCG@10,1071750,2,4,0.38456386872957893,0
2021-11-22 10:40:59,nDCG@10,1105792,2,4,0.6058468396009462,0
2021-11-22 10:40:59,nDCG@10,1106979,2,4,0.6969915277837558,0
2021-11-22 10:40:59,nDCG@10,1108651,2,4,0.2863459897524692,0
2021-11-22 10:40:59,nDCG@10,1109707,2,4,0.5409974127240968,0
2021-11-22 10:40:59,nDCG@10,1110678,2,4,0.27118672915328457,0
2021-11-22 10:40:59,nDCG@10,1113256,2,4,0.6427790125974805,0
2021-11-22 10:40:59,nDCG@10,1115210,2,4,0.16099483637058798,0
2021-11-22 10:40:59,nDCG@10,1116380,2,4,0.0,0
2021-11-22 10:40:59,nDCG@10,1121353,2,4,0.4459826993653359,0
2021-11-22 10:40:59,nDCG@10,1122767,2,4,0.5959777381506514,0
